,_id,Power Limit (Watts),Memory Clock Limit (MHz),Total Memory Allocation (MB),GPU Clock Limit (MHz),GPU Info,Start Time,Category,Collect,GPU Utilization (%),Power Draw (Watts),GPU Temp (°C),GPU Current Clock (MHz),Memory Current Clock (MHz),Memory Allocation Used (MB),Memory Utilization (%),Current Time,Time Delta,Iteration,model,created_at,done,total_duration,load_duration,prompt_eval_count,prompt_eval_duration,eval_count,eval_duration,message,prompt_eval_rate,eval_rate
90,68755bc5c9327eb904ad1149,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:29,19,16,,,,,,,,,,,,
91,68755bc5c9327eb904ad114a,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:29,19,17,,,,,,,,,,,,
92,68755bc5c9327eb904ad114b,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:29,20,18,,,,,,,,,,,,
93,68755bc5c9327eb904ad114c,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:29,20,19,,,,,,,,,,,,
94,68755bc6c9327eb904ad114d,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:30,20,20,,,,,,,,,,,,
95,68755bc6c9327eb904ad114e,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:30,20,21,,,,,,,,,,,,
96,68755bc6c9327eb904ad114f,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:30,21,22,,,,,,,,,,,,
97,68755bc6c9327eb904ad1150,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:30,21,23,,,,,,,,,,,,
98,68755bc6c9327eb904ad1151,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:30,21,24,,,,,,,,,,,,
99,68755bc7c9327eb904ad1152,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:31,21,25,,,,,,,,,,,,
100,68755bc7c9327eb904ad1153,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:31,21,26,,,,,,,,,,,,
101,68755bc7c9327eb904ad1154,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:31,22,27,,,,,,,,,,,,
102,68755bc7c9327eb904ad1155,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:31,22,28,,,,,,,,,,,,
103,68755bc8c9327eb904ad1156,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:32,22,29,,,,,,,,,,,,
104,68755bc8c9327eb904ad1157,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:32,22,30,,,,,,,,,,,,
105,68755bc8c9327eb904ad1158,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:32,23,31,,,,,,,,,,,,
106,68755bc8c9327eb904ad1159,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:32,23,32,,,,,,,,,,,,
107,68755bc8c9327eb904ad115a,,,,,,,Prompt 6,True,0.04,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:32,23,33,,,,,,,,,,,,
108,68755bc9c9327eb904ad115b,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:33,23,34,,,,,,,,,,,,
109,68755bc9c9327eb904ad115c,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:33,23,35,,,,,,,,,,,,
110,68755bc9c9327eb904ad115d,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:33,24,36,,,,,,,,,,,,
111,68755bc9c9327eb904ad115e,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:33,24,37,,,,,,,,,,,,
112,68755bcac9327eb904ad115f,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:34,24,38,,,,,,,,,,,,
113,68755bcac9327eb904ad1160,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:34,24,39,,,,,,,,,,,,
114,68755bcac9327eb904ad1161,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:34,25,40,,,,,,,,,,,,
115,68755bcac9327eb904ad1162,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:34,25,41,,,,,,,,,,,,
116,68755bcac9327eb904ad1163,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:34,25,42,,,,,,,,,,,,
117,68755bcbc9327eb904ad1164,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:35,25,43,,,,,,,,,,,,
118,68755bcbc9327eb904ad1165,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:35,25,44,,,,,,,,,,,,
119,68755bcbc9327eb904ad1166,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:35,26,45,,,,,,,,,,,,
120,68755bcbc9327eb904ad1167,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:35,26,46,,,,,,,,,,,,
121,68755bcbc9327eb904ad1168,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:35,26,47,,,,,,,,,,,,
122,68755bccc9327eb904ad1169,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:36,26,48,,,,,,,,,,,,
123,68755bccc9327eb904ad116a,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:36,26,49,,,,,,,,,,,,
124,68755bccc9327eb904ad116b,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:36,27,50,,,,,,,,,,,,
125,68755bccc9327eb904ad116c,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:36,27,51,,,,,,,,,,,,
126,68755bcdc9327eb904ad116d,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:37,27,52,,,,,,,,,,,,
127,68755bcdc9327eb904ad116e,,,,,,,Prompt 6,True,0.81,190.17,36.0,1380000000.0,877000000.0,6667894784.0,0.56,15:34:37,27,53,,,,,,,,,,,,
